0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144,480,1807,6562,14350,18183,14690,7363,1862,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,205,611,1797,6468,14482,18295,14490,7015,1967,183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,135,463,1115,4088,11918,17889,17257,9322,2846,432,59,0,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,455,1470,5452,12417,17338,15944,9471,2697,194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,185,529,1498,5190,12298,17184,16015,9288,2998,314,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,114,415,927,2989,9652,15874,17848,12252,4538,786,129,9,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,390,1409,4779,11422,16177,16335,10733,3790,402,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,149,459,1413,4569,11661,16535,16337,10187,3705,463,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,397,849,2921,8885,15533,17468,12871,5279,1062,164,16,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,406,1577,5595,12363,17311,15919,9243,2802,217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,174,477,1535,5264,12463,17277,15878,9067,3011,336,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,117,395,970,3239,9825,16127,17642,11810,4479,767,146,10,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,124,492,1801,6622,13729,17728,14846,8022,2046,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,181,563,1656,6119,13554,17726,14983,8101,2367,260,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,120,439,1021,3699,10967,17021,17248,10664,3658,583,104,5,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,408,1551,5308,12309,16718,16025,9703,3159,267,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,141,514,1416,5017,12176,17175,16142,9376,3147,395,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,389,890,2997,9602,16016,17609,12247,4640,895,138,11,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,97,408,1555,5421,12462,16590,15667,9707,3294,325,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,165,508,1523,5299,12506,17116,15679,9190,3098,398,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,104,394,902,3202,9848,16228,17377,11884,4540,888,145,12,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,127,435,1483,5471,12432,16616,15564,9778,3328,292,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,200,526,1458,5361,12663,17047,15637,9163,3084,341,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,122,403,947,3241,9800,15993,17404,12009,4573,879,138,16,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,144,530,1694,6002,12994,16789,14981,9120,2968,299,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,220,609,1630,5736,13053,17178,15077,8679,2916,384,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,124,484,1028,3607,10622,16492,17036,11169,4025,801,129,6,0,0,0,0,0,agata
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,119,472,1604,5395,12457,16820,15421,9421,3411,401,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,164,564,1536,5210,12502,17410,15588,8926,3157,425,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,101,431,951,3185,9797,16304,17302,11737,4587,969,154,13,0,0,0,0,0,agata
