0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,desno
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,desno
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,desno
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,desno
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,desno
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,desno
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,desno
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,desno
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,desno
1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,desno
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,desno
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,desno
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,desno
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,desno
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,desno
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,desno
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,desno
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,desno
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,desno
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,desno
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,desno
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,desno
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,desno
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,desno
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,desno
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,desno
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,desno
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,desno
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,desno
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,desno
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,desno
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,desno
0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,desno
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,desno
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,desno
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,desno
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,desno
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,desno
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,desno
1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,desno
1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,desno
0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,desno
1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,desno
1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,desno
0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,desno
1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,desno
1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,desno
0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,desno
1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,desno
1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,desno
0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,desno
1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,desno
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,desno
0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,desno
1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,desno
1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,desno
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,desno
1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,desno
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,desno
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,desno
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,desno
1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,desno
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,desno
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,desno
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,desno
0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,desno
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,desno
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,desno
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,desno_dolje
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,desno_dolje
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,desno_dolje
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,desno_dolje
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,desno_dolje
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,desno_dolje
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,desno_dolje
